product_id,product_name,category,sub_category,brand,seller_id,cost_price,selling_price
P00308,Hair Repair Oil,Beauty,Haircare,Trendora,S0194,667.12,906
P00309,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,HomeAura,S0265,1254.11,2114
P00310,Face Wash,Beauty,Makeup,DailyEase,S0002,137.5,173
P00311,Hair Repair Oil,Beauty,Skincare,TechNova,S0161,1229.92,1939
P00312,Matte Liquid Lipstick,Beauty,Skincare,StyleMint,S0121,694.22,949
P00313,Wireless Bluetooth Earbuds,Electronics,Audio,NovaCart,S0040,1374.62,2054
P00314,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,PrimeChoice,S0211,1675.54,2200
P00315,Floral Anarkali Kurti,Women Fashion,Tops,NovaCart,S0268,1396.55,2065
P00316,Herbal Shampoo,Beauty ,Skincare,UrbanNest,S0193,164.21,253
P00317,Mobile Phone Stand,Electronics,Computer Accessories,HomeAura,S0132,2406.59,3127
P00318,Stainless Steel Bottle,Home & Kitchen,Cookware,GlowNest,S0207,1320.15,1787
P00319,Long Summer Dress,Women Fashion,Tops,GlowNest,S0045,1090.35,1415
P00320,Matte Liquid Lipstick,Beauty,Makeup,DailyEase,S0086,301.09,454
P00321,Cotton Leggings,Women Fashion ,Kurtis,PrimeChoice,S0021,1452.17,2316
P00322,Kitchen Storage Container Set,Home & Kitchen,Cleaning,HomeAura,S0187,1101.38,1387
P00323,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,TechNova,S0127,211.23,348
P00324,Hair Repair Oil,Beauty,Personal Care,HomeAura,S0014,728.19,1191
P00325,Stainless Steel Bottle,Home & Kitchen,Cleaning,TechNova,S0208,590.56,1063
P00326,Floral Anarkali Kurti,Women Fashion,Leggings,HomeAura,S0216,695.57,948
P00327,Kitchen Storage Container Set,Home & Kitchen,Home Decor,TechNova,S0263,1504.21,2715
P00328,Wireless Mouse,Electronics,Computer Accessories,UrbanWeave,S0169,1374.84,2035
P00329,Bluetooth Speaker,Electronics,Audio,HomeAura,S0294,3028.9,4105
P00330,Men's Casual Kurta,Men Fashion,Jeans,TechNova,S0258,717.58,991
P00331,Stainless Steel Bottle,Home & Kitchen,Kitchen Storage,Zenvia,S0166,1115.56,1488
P00332,Vitamin C Face Serum,Beauty,Skincare,Zenvia,S0234,1069.15,1845
P00333,Face Wash,Beauty,Personal Care,UrbanWeave,S0206,976.59,1715
P00334,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,UrbanNest,S0032,1082.07,1799
P00335,Microfiber Cleaning Set,Home & Kitchen,Cookware,TechNova,S0008,2297.46,2968
P00336,Cotton Trousers,Men Fashion,Kurtas,DailyEase,S0261,760.23,1025
P00337,Cotton Leggings,Women Fashion,Leggings,UrbanNest,S0252,1875.16,2396
P00338,Bluetooth Speaker,Electronics,Mobile Accessories,Vistara Living,S0105,2289.65,2893
P00339,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,DailyEase,S0158,152.41,223
P00340,Herbal Shampoo,Beauty,Skincare,Vistara Living,S0016,841.65,1351
P00341,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,UrbanWeave,S0155,1731.18,2193
P00342,Wireless Bluetooth Earbuds,Electronics,Audio,DailyEase,S0290,1638.27,2561
P00343,Kitchen Storage Container Set,Home & Kitchen,Cleaning,DailyEase,S0033,1229.38,1757
P00344,Vitamin C Face Serum,Beauty,Personal Care,Trendora,S0272,98.22,153
P00345,Hair Repair Oil,Beauty,Skincare,UrbanWeave,S0143,881.28,1198
P00346,Men's Casual Kurta,Men Fashion,Shirts,TechNova,S0039,670.39,899
P00347,Bluetooth Speaker,Electronics,Audio,HomeAura,S0003,2776.98,4111
P00348,Stainless Steel Bottle,Home & Kitchen,Home Decor,UrbanWeave,S0176,796.43,1107
P00349,Wireless Bluetooth Earbuds,Electronics,Audio,DailyEase,S0130,2392.99,3358
P00350,Men's Casual Shirt,Men Fashion,Kurtas,Zenvia,S0230,904.81,1644
P00351,Printed Cotton Kurti,Women Fashion,Dresses,Zenvia,S0153,547.27,838
P00352,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,Zenvia,S0277,221.12,326
P00353,Bluetooth Speaker,Electronics,Audio,Trendora,S0271,1010.92,1554
P00354,Smart LED Bulb,Electronics,Computer Accessories,NovaCart,S0152,1192.55,1673
P00355,Wireless Bluetooth Earbuds,Electronics,Smart Devices,GlowNest,S0265,269.75,406
P00356,Smart LED Bulb,Electronics,Smart Devices,UrbanWeave,S0240,1246.75,1755
P00357,Matte Liquid Lipstick,Beauty,Makeup,DailyEase,S0217,689.75,1007
P00358,Embroidered Saree,Women Fashion,Leggings,HomeAura,S0242,385.37,650
P00359,Kitchen Storage Container Set,Home & Kitchen,Cookware,Zenvia,S0069,1385.63,2482
P00360,Men's Casual Shirt,Men Fashion,Kurtas,HomeAura,S0090,1222.63,2167
P00361,Printed T-Shirt,Men Fashion,Jeans,UrbanWeave,S0196,847.63,1402
P00362,Printed T-Shirt,Men Fashion,Jeans,Zenvia,S0249,1754.2,2436
P00363,Printed Cotton Kurti,Women Fashion,Sarees,NovaCart,S0074,1059.7,1408
P00364,Slim Fit Cotton Shirt,Men Fashion,Jeans,UrbanNest,S0300,1376.66,1969
P00365,Regular Fit Jeans,Men Fashion,T-Shirts,GlowNest,S0094,1095.77,1790
P00366,Herbal Shampoo,Beauty,Personal Care,Vistara Living,S0031,1383.0,1834
P00367,Mobile Phone Stand,Electronics,Computer Accessories,Vistara Living,S0151,2160.05,3926
P00368,Non Stick Cookware Set,Home & Kitchen,Home Decor,Vistara Living,S0182,818.9,1461
P00369,Microfiber Cleaning Set,Home & Kitchen,Home Decor,StyleMint,S0226,379.16,523
P00370,Vitamin C Face Serum,Beauty,Makeup,GlowNest,S0140,1259.75,1938
P00371,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,TechNova,S0292,2408.7,3134
P00372,Microfiber Cleaning Set,Home & Kitchen,Cookware,HomeAura,S0205,1059.92,1712
P00373,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,HomeAura,S0196,817.27,1244
P00374,Decorative Wall Clock,Home & Kitchen,Cleaning,DailyEase,S0191,1475.62,2596
P00375,Face Wash,Beauty,Personal Care,NovaCart,S0026,294.78,505
P00376,Cotton Trousers,Men Fashion,Kurtas,DailyEase,S0211,1122.51,1883
P00377,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,TechNova,S0038,2219.83,3393
P00378,Fast Charging Cable,Electronics,Computer Accessories,DailyEase,S0194,1390.1,1798
P00379,Smart LED Bulb,Electronics,Mobile Accessories,GlowNest,S0165,2900.21,4739
P00380,Microfiber Cleaning Set,Home & Kitchen,Cleaning,TechNova,S0254,1536.46,2307
P00381,Wireless Mouse,Electronics,Mobile Accessories,Vistara Living,S0063,2102.85,3802
P00382,Matte Liquid Lipstick,Beauty,Skincare,DailyEase,S0129,960.0,1220
P00383,Printed T-Shirt,Men Fashion,Shirts,DailyEase,S0098,783.47,1118
P00384,Floral Anarkali Kurti,Women Fashion,Sarees,UrbanNest,S0003,1020.4,1847
P00385,Matte Liquid Lipstick,Beauty,Haircare,HomeAura,S0239,1180.16,1485
P00386,Men's Casual Kurta,Men Fashion,Kurtas,PrimeChoice,S0157,452.97,574
P00387,Printed T-Shirt,Men Fashion,Shirts,UrbanNest,S0154,1481.08,2609
P00388,Casual Women's Top,Women Fashion,Sarees,TechNova,S0279,1405.05,2229
P00389,Cotton Trousers,Men Fashion,Shirts,UrbanWeave,S0168,1924.27,2809
P00390,Non Stick Cookware Set,Home & Kitchen,Home Decor,NovaCart,S0070,2300.7,2931
P00391,Casual Women's Top,Women Fashion,Tops,Vistara Living,S0094,461.27,818
P00392,Matte Liquid Lipstick,Beauty,Skincare,HomeAura,S0219,1030.59,1316
P00393,Smart LED Bulb,Electronics,Audio,Trendora,S0206,1646.25,2387
P00394,Mobile Phone Stand,Electronics,Audio,Zenvia,S0068,2133.88,3280
P00395,Long Summer Dress,Women Fashion,Dresses,TechNova,S0002,1034.05,1691
P00396,Bluetooth Speaker,Electronics,Computer Accessories,DailyEase,S0221,840.57,1072
P00397,Vitamin C Face Serum,Beauty,Personal Care,Zenvia,S0149,1259.9,1700
P00398,Moisturizing Face Cream,Beauty,Skincare,StyleMint,S0084,709.03,1154
P00399,Men's Casual Kurta,Men Fashion,Shirts,HomeAura,S0162,733.57,1094
P00400,Printed Cotton Kurti,Women Fashion,Kurtis,UrbanWeave,S0101,1500.45,2231
P00401,Regular Fit Jeans,Men Fashion,Shirts,UrbanNest,S0215,978.93,1731
P00402,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,DailyEase,S0299,1049.44,1450
P00403,Floral Anarkali Kurti,Women Fashion,Leggings,TechNova,S0108,1550.84,2311
P00404,Georgette Saree,Women Fashion,Sarees,NovaCart,S0159,716.47,952
P00405,Microfiber Cleaning Set,Home & Kitchen,Home Decor,TechNova,S0139,1481.21,2693
P00406,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,Vistara Living,S0066,1561.74,2388
P00407,Matte Liquid Lipstick,Beauty,Makeup,StyleMint,S0212,1188.2,1565
P00408,Printed Cotton Kurti,Women Fashion,Leggings,StyleMint,S0286,1506.2,2129
P00409,Long Summer Dress,Women Fashion,Dresses,GlowNest,S0086,930.13,1177
P00410,Wireless Bluetooth Earbuds,Electronics,Smart Devices,NovaCart,S0099,1559.07,2444
P00411,Cotton Leggings,Women Fashion,Leggings,GlowNest,S0182,344.1,499
P00412,Georgette Saree,Women Fashion,Tops,StyleMint,S0049,1786.52,2429
P00413,Decorative Wall Clock,Home & Kitchen,Home Decor,Vistara Living,S0188,1772.55,2735
P00414,Bluetooth Speaker,Electronics,Audio,Zenvia,S0243,450.48,633
P00415,Printed Cotton Kurti,Women Fashion,Tops,PrimeChoice,S0007,931.54,1205
P00416,Moisturizing Face Cream,Beauty,Haircare,Vistara Living,S0010,266.42,389
P00417,Fast Charging Cable,Electronics,Mobile Accessories,UrbanWeave,S0013,687.98,916
P00418,Regular Fit Jeans,Men Fashion,Kurtas,Vistara Living,S0021,1418.41,1911
P00419,Smart LED Bulb,Electronics,Smart Devices,UrbanWeave,S0143,3114.01,4792
P00420,Casual Women's Top,Women Fashion,Dresses,StyleMint,S0201,1334.11,2412
P00421,Men's Casual Kurta,Men Fashion,Kurtas,NovaCart,S0196,963.75,1683
P00422,Non Stick Cookware Set,Home & Kitchen,Cookware,Trendora,S0214,742.42,1168
P00423,Slim Fit Cotton Shirt,Men Fashion,Shirts,NovaCart,S0154,2210.7,2776
P00424,Casual Women's Top,Women Fashion,Leggings,TechNova,S0222,308.8,417
P00425,Long Summer Dress,Women Fashion,Leggings,DailyEase,S0022,1667.46,2486
P00426,Men's Casual Kurta,Men Fashion,Shirts,GlowNest,S0048,545.9,780
P00427,Matte Liquid Lipstick,Beauty,Skincare,HomeAura,S0075,202.17,337
P00428,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,StyleMint,S0284,1075.69,1572
P00429,Wireless Mouse,Electronics,Audio,Trendora,S0124,1188.14,1584
P00430,Casual Women's Top,Women Fashion,Kurtis,UrbanWeave,S0233,1032.46,1850
P00431,Men's Casual Shirt,Men Fashion,T-Shirts,UrbanWeave,S0241,960.05,1583
P00432,Embroidered Saree,Women Fashion,Dresses,NovaCart,S0143,842.7,1315
P00433,Microfiber Cleaning Set,Home & Kitchen,Kitchen Storage,UrbanWeave,S0071,2302.55,2979
P00434,Regular Fit Jeans,Men Fashion,Shirts,DailyEase,S0038,347.88,559
P00435,Mobile Phone Stand,Electronics,Smart Devices,TechNova,S0216,1559.05,2246
P00436,Non Stick Cookware Set,Home & Kitchen,Cleaning,PrimeChoice,S0168,1110.77,1867
P00437,Wireless Bluetooth Earbuds,Electronics,Computer Accessories,Trendora,S0007,1960.87,3225
P00438,Stainless Steel Bottle,Home & Kitchen,Kitchen Storage,StyleMint,S0067,1493.22,2388
P00439,Kitchen Storage Container Set,Home & Kitchen,Cleaning,HomeAura,S0265,841.96,1084
P00440,Cotton Leggings,Women Fashion,Tops,HomeAura,S0022,266.47,411
P00441,Cotton Cushion Cover Set,Home & Kitchen,Cookware,PrimeChoice,S0067,149.76,233
P00442,Mobile Phone Stand,Electronics,Audio,DailyEase,S0005,2319.26,3762
P00443,Wireless Bluetooth Earbuds,Electronics,Audio,Trendora,S0061,1407.95,2021
P00444,Long Summer Dress,Women Fashion,Sarees,Zenvia,S0070,185.7,317
P00445,Wireless Mouse,Electronics,Smart Devices,StyleMint,S0236,1114.26,1543
P00446,Mobile Phone Stand,Electronics,Computer Accessories,DailyEase,S0058,1976.62,3252
P00447,Men's Casual Shirt,Men Fashion,Trousers,HomeAura,S0274,353.62,501
P00448,Cotton Leggings,Women Fashion,Sarees,NovaCart,S0253,1336.22,2097
P00449,Moisturizing Face Cream,Beauty,Haircare,Zenvia,S0071,1003.9,1439
P00450,Face Wash,Beauty,Haircare,PrimeChoice,S0145,1019.16,1289
P00451,Vitamin C Face Serum,Beauty,Haircare,Zenvia,S0286,687.74,1201
P00452,Mobile Phone Stand,Electronics,Audio,UrbanWeave,S0179,3310.97,4738
P00453,Moisturizing Face Cream,Beauty ,Skincare,StyleMint,S0145,1492.13,1964
P00454,Non Stick Cookware Set,Home & Kitchen,Cleaning,Trendora,S0190,619.56,886
P00455,Casual Women's Top,Women Fashion,Dresses,HomeAura,S0209,1253.42,2226
P00456,Cotton Leggings,Women Fashion,Sarees,Trendora,S0216,1077.02,1871
P00457,Matte Liquid Lipstick,Beauty,Personal Care,UrbanWeave,S0230,588.54,1065
P00458,Regular Fit Jeans,Men Fashion,Trousers,UrbanNest,S0181,212.13,364
P00459,Matte Liquid Lipstick,Beauty,Haircare,UrbanWeave,S0102,189.22,294
P00460,Embroidered Saree,Women Fashion,Kurtis,HomeAura,S0047,822.07,1142
P00461,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,TechNova,S0270,1088.67,1932
P00462,Wireless Mouse,Electronics,Audio,UrbanNest,S0155,776.23,1305
P00463,Cotton Trousers,Men Fashion,T-Shirts,NovaCart,S0291,1024.98,1635
P00464,Georgette Saree,Women Fashion,Dresses,PrimeChoice,S0164,1022.85,1695
P00465,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,UrbanWeave,S0041,1210.34,2084
P00466,Bluetooth Speaker,Electronics,Computer Accessories,DailyEase,S0208,2064.0,2709
P00467,Printed T-Shirt,Men Fashion,Trousers,Vistara Living,S0284,1456.97,1889
P00468,Men's Casual Kurta,Men Fashion,Jeans,TechNova,S0287,1877.0,2786
P00469,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,Vistara Living,S0096,1190.94,2118
P00470,Stainless Steel Bottle,Home & Kitchen,Cleaning,Zenvia,S0126,385.26,562
P00471,Floral Anarkali Kurti,Women Fashion,Leggings,HomeAura,S0185,484.05,870
P00472,Non Stick Cookware Set,Home & Kitchen,Cookware,PrimeChoice,S0074,743.51,975
P00473,Fast Charging Cable,Electronics,Computer Accessories,NovaCart,S0208,807.46,1340
P00474,Vitamin C Face Serum,Beauty ,Makeup,StyleMint,S0069,1329.95,1927
P00475,Regular Fit Jeans,Men Fashion,T-Shirts,NovaCart,S0096,1405.89,2183
P00476,Regular Fit Jeans,Men Fashion,Trousers,Vistara Living,S0082,894.56,1268
P00477,Mobile Phone Stand,Electronics,Smart Devices,UrbanWeave,S0123,786.92,1401
P00478,Cotton Trousers,Men Fashion,Shirts,UrbanNest,S0001,418.57,683
P00479,Non Stick Cookware Set,Home & Kitchen,Cookware,Trendora,S0151,622.02,916
P00480,Regular Fit Jeans,Men Fashion,Jeans,Trendora,S0269,412.28,588
P00481,Mobile Phone Stand,Electronics,Audio,UrbanNest,S0165,2662.4,4207
P00482,Face Wash,Beauty,Haircare,Zenvia,S0200,493.87,849
P00483,Cotton Cushion Cover Set,Home & Kitchen,Home Decor,Vistara Living,S0036,1825.58,2527
P00484,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,NovaCart,S0202,269.96,490
P00485,Men's Casual Kurta,Men Fashion,T-Shirts,UrbanWeave,S0222,555.54,932
P00486,Regular Fit Jeans,Men Fashion,T-Shirts,Vistara Living,S0112,1426.41,2139
P00487,Long Summer Dress,Women Fashion,Dresses,HomeAura,S0018,1647.11,2272
P00488,Stainless Steel Bottle,Home & Kitchen,Home Decor,Zenvia,S0227,1201.6,2157
P00489,Printed T-Shirt,Men Fashion,Kurtas,StyleMint,S0018,312.68,513
P00490,Fast Charging Cable,Electronics,Smart Devices,UrbanWeave,S0070,3275.54,4373
P00491,Face Wash,Beauty,Makeup,PrimeChoice,S0243,1027.06,1836
P00492,Vitamin C Face Serum,Beauty,Makeup,UrbanWeave,S0010,1339.27,1987
P00493,Decorative Wall Clock,Home & Kitchen,Cleaning,HomeAura,S0233,1344.46,2272
P00494,Cotton Trousers,Men Fashion,Jeans,Trendora,S0221,234.22,308
P00495,Floral Anarkali Kurti,Women Fashion,Kurtis,UrbanWeave,S0261,1109.98,1857
P00496,Moisturizing Face Cream,Beauty,Personal Care,DailyEase,S0145,726.37,992
P00497,Decorative Wall Clock,Home & Kitchen,Home Decor,UrbanNest,S0107,1769.88,2636
P00498,Smart LED Bulb,Electronics,Mobile Accessories,GlowNest,S0295,3544.53,4924
P00499,Moisturizing Face Cream,Beauty,Makeup,HomeAura,S0260,1070.4,1375
P00500,Long Summer Dress,Women Fashion,Leggings,NovaCart,S0008,1121.91,1489
P00501,Fast Charging Cable,Electronics,Mobile Accessories,NovaCart,S0224,2725.17,3664
P00502,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,HomeAura,S0132,960.55,1210
P00503,Printed Cotton Kurti,Women Fashion,Sarees,PrimeChoice,S0300,613.64,841
P00504,Mobile Phone Stand,Electronics,Audio,GlowNest,S0148,697.52,1103
P00505,Moisturizing Face Cream,Beauty,Skincare,Trendora,S0038,100.29,182
P00506,Stainless Steel Bottle,Home & Kitchen,Cleaning,DailyEase,S0099,507.23,868
P00507,Bluetooth Speaker,Electronics,Smart Devices,StyleMint,S0083,1606.27,2708
P00508,Stainless Steel Bottle,Home & Kitchen,Cleaning,GlowNest,S0033,1638.46,2263
P00509,Fast Charging Cable,Electronics,Mobile Accessories,UrbanWeave,S0280,1277.42,1928
P00510,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,UrbanNest,S0149,1985.15,2891
P00511,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,PrimeChoice,S0103,409.59,514
P00512,Herbal Shampoo,Beauty,Haircare,DailyEase,S0295,516.84,775
P00513,Bluetooth Speaker,Electronics,Smart Devices,GlowNest,S0167,331.48,449
P00514,Microfiber Cleaning Set,Home & Kitchen,Cleaning,Vistara Living,S0199,900.78,1302
P00515,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,UrbanNest,S0203,2290.6,3892
P00516,Printed Cotton Kurti,Women Fashion,Leggings,HomeAura,S0197,507.08,775
P00517,Men's Casual Shirt,Men Fashion,Shirts,PrimeChoice,S0164,1269.52,2013
P00518,Decorative Wall Clock,Home & Kitchen,Cleaning,HomeAura,S0268,1047.31,1552
P00519,Moisturizing Face Cream,Beauty,Haircare,Trendora,S0052,1325.22,1968
P00520,Herbal Shampoo,Beauty,Personal Care,HomeAura,S0027,392.07,711
P00521,Wireless Mouse,Electronics,Computer Accessories,GlowNest,S0213,3372.95,4517
P00522,Men's Casual Kurta,Men Fashion,Jeans,HomeAura,S0213,341.41,534
P00523,Moisturizing Face Cream,Beauty,Haircare,NovaCart,S0132,215.97,367
P00524,Hair Repair Oil,Beauty,Makeup,Zenvia,S0152,951.73,1354
P00525,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,HomeAura,S0274,1606.93,2466
P00526,Cotton Leggings,Women Fashion,Leggings,Zenvia,S0241,876.03,1154
P00527,Printed Cotton Kurti,Women Fashion,Dresses,DailyEase,S0024,784.42,1203
P00528,Vitamin C Face Serum,Beauty,Haircare,Zenvia,S0211,395.38,583
P00529,Men's Casual Kurta,Men Fashion,Shirts,DailyEase,S0277,1217.96,1662
P00530,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,NovaCart,S0109,1860.85,2526
P00531,Smart LED Bulb,Electronics,Audio,DailyEase,S0244,2694.65,3798
P00532,Non Stick Cookware Set,Home & Kitchen,Cleaning,GlowNest,S0079,834.55,1316
P00533,Vitamin C Face Serum,Beauty,Makeup,GlowNest,S0139,576.75,891
P00534,Georgette Saree,Women Fashion,Tops,HomeAura,S0182,247.76,372
P00535,Microfiber Cleaning Set,Home & Kitchen,Home Decor,UrbanWeave,S0256,178.17,257
P00536,Printed T-Shirt,Men Fashion,Kurtas,UrbanWeave,S0300,290.3,376
P00537,Fast Charging Cable,Electronics,Audio,NovaCart,S0129,2084.98,3789
P00538,Slim Fit Cotton Shirt,Men Fashion,Shirts,DailyEase,S0272,425.84,667
P00539,Cotton Trousers,Men Fashion,Jeans,TechNova,S0009,1016.71,1447
P00540,Slim Fit Cotton Shirt,Men Fashion,Jeans,PrimeChoice,S0289,282.79,466
P00541,Cotton Cushion Cover Set,Home & Kitchen,Cleaning,StyleMint,S0236,935.23,1369
P00542,Wireless Bluetooth Earbuds,Electronics,Smart Devices,PrimeChoice,S0218,1574.22,2778
P00543,Vitamin C Face Serum,Beauty,Skincare,DailyEase,S0067,105.33,156
P00544,Face Wash,Beauty,Personal Care,UrbanNest,S0142,903.3,1202
P00545,Fast Charging Cable,Electronics,Computer Accessories,Trendora,S0113,1603.41,2253
P00546,Stainless Steel Bottle,Home & Kitchen,Kitchen Storage,HomeAura,S0281,1812.9,2832
P00547,Fast Charging Cable,Electronics,Smart Devices,NovaCart,S0247,2627.19,4011
P00548,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,HomeAura,S0002,2321.29,3881
P00549,Microfiber Cleaning Set,Home & Kitchen,Cookware,StyleMint,S0045,767.16,1074
P00550,Cotton Leggings,Women Fashion,Leggings,Trendora,S0257,378.96,568
P00551,Herbal Shampoo,Beauty,Skincare,DailyEase,S0175,1175.23,1835
P00552,Hair Repair Oil,Beauty,Personal Care,HomeAura,S0012,888.4,1272
P00553,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,UrbanWeave,S0113,1596.28,2183
P00554,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,Zenvia,S0297,1862.76,2757
P00555,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,Zenvia,S0294,1605.22,2230
P00556,Georgette Saree,Women Fashion,Dresses,UrbanWeave,S0278,1010.99,1316
P00557,Stainless Steel Bottle,Home & Kitchen,Kitchen Storage,TechNova,S0239,1525.55,2460
P00558,Mobile Phone Stand,Electronics,Smart Devices,HomeAura,S0228,1347.6,2374
P00559,Decorative Wall Clock,Home & Kitchen,Home Decor,GlowNest,S0040,717.89,1028
P00560,Bluetooth Speaker,Electronics,Audio,StyleMint,S0034,1311.41,1970
P00561,Wireless Mouse,Electronics,Audio,DailyEase,S0286,3009.92,4296
P00562,Hair Repair Oil,Beauty,Haircare,Trendora,S0200,1033.03,1395
P00563,Microfiber Cleaning Set,Home & Kitchen,Cookware,HomeAura,S0227,878.78,1278
P00564,Men's Casual Shirt,Men Fashion,Kurtas,HomeAura,S0246,739.32,936
P00565,Floral Anarkali Kurti,Women Fashion,Sarees,UrbanNest,S0093,1320.34,1833
P00566,Mobile Phone Stand,Electronics,Audio,GlowNest,S0281,2190.45,2982
P00567,Casual Women's Top,Women Fashion,Sarees,UrbanWeave,S0199,1640.6,2410
P00568,Cotton Leggings,Women Fashion,Leggings,UrbanWeave,S0014,563.14,747
P00569,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,UrbanNest,S0019,1303.13,1788
P00570,Casual Women's Top,Women Fashion,Dresses,DailyEase,S0076,446.99,739
P00571,Bluetooth Speaker,Electronics,Mobile Accessories,Vistara Living,S0119,3354.7,4781
P00572,Face Wash,Beauty,Personal Care,Zenvia,S0233,541.14,771
P00573,Men's Casual Shirt,Men Fashion,Jeans,GlowNest,S0236,1360.21,2022
P00574,Smart LED Bulb,Electronics,Computer Accessories,StyleMint,S0098,1673.39,2094
P00575,Matte Liquid Lipstick,Beauty,Personal Care,PrimeChoice,S0121,1201.02,1788
P00576,Cotton Leggings,Women Fashion,Sarees,StyleMint,S0169,627.94,1092
P00577,Embroidered Saree,Women Fashion,Tops,GlowNest,S0048,212.91,333
P00578,Microfiber Cleaning Set,Home & Kitchen,Cookware,NovaCart,S0144,960.6,1320
P00579,Georgette Saree,Women Fashion,Tops,UrbanNest,S0054,1563.05,2284
P00580,Moisturizing Face Cream,Beauty,Makeup,UrbanWeave,S0027,1319.56,1967
P00581,Floral Anarkali Kurti,Women Fashion,Sarees,HomeAura,S0102,1159.32,1520
P00582,Wireless Bluetooth Earbuds,Electronics,Computer Accessories,GlowNest,S0202,2053.68,2905
P00583,Mobile Phone Stand,Electronics,Audio,TechNova,S0225,386.11,555
P00584,Smart LED Bulb,Electronics,Computer Accessories,Vistara Living,S0073,527.14,686
P00585,Moisturizing Face Cream,Beauty,Haircare,HomeAura,S0135,693.01,1022
P00586,Kitchen Storage Container Set,Home & Kitchen,Home Decor,PrimeChoice,S0217,866.57,1148
P00587,Kitchen Storage Container Set,Home & Kitchen,Home Decor,DailyEase,S0069,309.26,470
P00588,Vitamin C Face Serum,Beauty,Personal Care,UrbanNest,S0107,1148.26,1702
P00589,Moisturizing Face Cream,Beauty,Personal Care,DailyEase,S0083,781.83,1076
P00590,Slim Fit Cotton Shirt,Men Fashion,Trousers,PrimeChoice,S0287,491.69,726
P00591,Slim Fit Cotton Shirt,Men Fashion,Shirts,GlowNest,S0170,1978.5,2612
P00592,Face Wash,Beauty,Haircare,Vistara Living,S0117,386.71,484
P00593,Men's Casual Shirt,Men Fashion,Jeans,UrbanNest,S0191,1403.56,1838
P00594,Mobile Phone Stand,Electronics,Smart Devices,HomeAura,S0299,1595.99,2332
P00595,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,TechNova,S0197,654.97,1048
P00596,Vitamin C Face Serum,Beauty,Personal Care,StyleMint,S0294,950.99,1638
P00597,Mobile Phone Stand,Electronics,Smart Devices,NovaCart,S0250,720.3,923
P00598,Bluetooth Speaker,Electronics,Audio,Zenvia,S0173,508.58,770
P00599,Men's Casual Shirt,Men Fashion,T-Shirts,DailyEase,S0208,1720.07,2402
P00600,Mobile Phone Stand,Electronics,Audio,Vistara Living,S0051,2006.99,2597
P00601,Face Wash,Beauty,Haircare,PrimeChoice,S0030,731.36,1131
P00602,Smart LED Bulb,Electronics ,Smart Devices,NovaCart,S0231,1385.5,1915
P00603,Casual Women's Top,Women Fashion,Sarees,UrbanWeave,S0148,487.01,712
P00604,Men's Casual Shirt,Men Fashion,T-Shirts,PrimeChoice,S0179,603.04,919
P00605,Long Summer Dress,Women Fashion,Leggings,UrbanNest,S0096,1288.56,1773
P00606,Bluetooth Speaker,Electronics,Mobile Accessories,DailyEase,S0064,2213.44,3338
P00607,Cotton Cushion Cover Set,Home & Kitchen,Cleaning,Trendora,S0001,1562.09,1982
P00608,Vitamin C Face Serum,Beauty,Personal Care,Trendora,S0017,426.11,718
P00609,Men's Casual Kurta,Men Fashion,T-Shirts,Zenvia,S0279,740.6,1200
P00610,Long Summer Dress,Women Fashion,Sarees,Vistara Living,S0284,1578.84,1991
P00611,Decorative Wall Clock,Home & Kitchen,Cleaning,TechNova,S0049,2004.6,2727
P00612,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,HomeAura,S0142,575.64,812
P00613,Georgette Saree,Women Fashion,Tops,Vistara Living,S0109,217.6,309
P00614,Herbal Shampoo,Beauty,Makeup,HomeAura,S0185,588.17,771
